"AttributeId","MiniMapShowNpcId","NpcId","BornX","BornY","BornZ","BornYaw","BornPitch","BornRoll","BornTime","PlotTips","FirstPlotTips"
"80010758","(73010504)","(76061439,76061439,76061440,0)","(3170,2570,3250,0)","(2520,3520,3240,0)","(250,250,250,0)","(90,90,90,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","",""
"80010759","(73010504)","(76061441,76061441,76061442,0)","(3170,2570,3250,0)","(2520,3520,3240,0)","(250,250,250,0)","(90,90,90,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","",""
"80010760","(73010502)","(76061443,0)","(3250,0)","(3240,0)","(500,0)","(0,0)","(0,0)","(0,0)","(0,0)","",""
"80010761","(73010501)","(76061444,76061444,76061444,76061445,0)","(2250,3460,3750,3140,0)","(3230,3930,2380,3230,0)","(230,230,260,260,0)","(90,90,90,90,0)","(0,0,0,0,0)","(0,0,0,0,0)","(0,0,0,0,0)","",""
"80010762","(73010501)","(76061446,76061446,76061446,76061447,0)","(2250,3460,3750,3140,0)","(3230,3930,2380,3230,0)","(230,230,260,260,0)","(90,90,90,90,0)","(0,0,0,0,0)","(0,0,0,0,0)","(0,0,0,0,0)","",""
"80010763","(73010503)","(76061448,76061448,76061448,76061449,0)","(2250,3460,3750,3140,0)","(3230,3930,2380,3230,0)","(230,230,260,260,0)","(90,90,90,90,0)","(0,0,0,0,0)","(0,0,0,0,0)","(0,0,0,0,0)","",""
"80010764","(73010503)","(76061450,76061450,76061450,76061451,0)","(2250,3460,3750,3140,0)","(3230,3930,2380,3230,0)","(230,230,260,260,0)","(90,90,90,90,0)","(0,0,0,0,0)","(0,0,0,0,0)","(0,0,0,0,0)","",""
"80010765","(73010503)","(76061452,76061452,76061452,76061453,0)","(2250,3460,3750,3140,0)","(3230,3930,2380,3230,0)","(230,230,260,260,0)","(90,90,90,90,0)","(0,0,0,0,0)","(0,0,0,0,0)","(0,0,0,0,0)","",""
"80010766","(73010504)","(76061454,76061454,76061455,0)","(3170,2570,3250,0)","(2520,3520,3240,0)","(250,250,250,0)","(90,90,90,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","",""
"80010767","(73010504)","(76061456,76061456,76061457,0)","(3170,2570,3250,0)","(2520,3520,3240,0)","(250,250,250,0)","(90,90,90,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","",""
"80010768","(73010504)","(76061458,76061458,76061459,0)","(3170,2570,3250,0)","(2520,3520,3240,0)","(250,250,250,0)","(90,90,90,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","",""
"80010769","(73010504)","(76061460,76061460,76061461,0)","(3170,2570,3250,0)","(2520,3520,3240,0)","(250,250,250,0)","(90,90,90,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","",""
"80010770","(73010502)","(76061462,0)","(3250,0)","(3240,0)","(500,0)","(0,0)","(0,0)","(0,0)","(0,0)","",""
"80010771","(73010501)","(76061463,76061463,76061463,76061464,0)","(2250,3460,3750,3140,0)","(3230,3930,2380,3230,0)","(230,230,260,260,0)","(90,90,90,90,0)","(0,0,0,0,0)","(0,0,0,0,0)","(0,0,0,0,0)","",""
"80010772","(73010501)","(76061465,76061465,76061465,76061466,0)","(2250,3460,3750,3140,0)","(3230,3930,2380,3230,0)","(230,230,260,260,0)","(90,90,90,90,0)","(0,0,0,0,0)","(0,0,0,0,0)","(0,0,0,0,0)","",""
"80010773","(73010503)","(76061467,76061467,76061467,76061468,0)","(2250,3460,3750,3140,0)","(3230,3930,2380,3230,0)","(230,230,260,260,0)","(90,90,90,90,0)","(0,0,0,0,0)","(0,0,0,0,0)","(0,0,0,0,0)","",""
"80010774","(73010503)","(76061469,76061469,76061469,76061470,0)","(2250,3460,3750,3140,0)","(3230,3930,2380,3230,0)","(230,230,260,260,0)","(90,90,90,90,0)","(0,0,0,0,0)","(0,0,0,0,0)","(0,0,0,0,0)","",""
"80010775","(73010503)","(76061471,76061471,76061471,76061472,0)","(2250,3460,3750,3140,0)","(3230,3930,2380,3230,0)","(230,230,260,260,0)","(90,90,90,90,0)","(0,0,0,0,0)","(0,0,0,0,0)","(0,0,0,0,0)","",""
"80010776","(73010504)","(76061473,76061473,76061474,0)","(3170,2570,3250,0)","(2520,3520,3240,0)","(250,250,250,0)","(90,90,90,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","",""
"80010777","(73010504)","(76061475,76061475,76061476,0)","(3170,2570,3250,0)","(2520,3520,3240,0)","(250,250,250,0)","(90,90,90,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","",""
"80010778","(73010504)","(76061477,76061477,76061478,0)","(3170,2570,3250,0)","(2520,3520,3240,0)","(250,250,250,0)","(90,90,90,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","",""
"80010779","(73010504)","(76061479,76061479,76061480,0)","(3170,2570,3250,0)","(2520,3520,3240,0)","(250,250,250,0)","(90,90,90,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","",""
"80010780","(73010502)","(76061481,0)","(3250,0)","(3240,0)","(500,0)","(0,0)","(0,0)","(0,0)","(0,0)","",""
"80010781","(73010501)","(76061482,76061482,76061482,76061483,0)","(2250,3460,3750,3140,0)","(3230,3930,2380,3230,0)","(230,230,260,260,0)","(90,90,90,90,0)","(0,0,0,0,0)","(0,0,0,0,0)","(0,0,0,0,0)","",""
"80010782","(73010501)","(76061484,76061484,76061484,76061485,0)","(2250,3460,3750,3140,0)","(3230,3930,2380,3230,0)","(230,230,260,260,0)","(90,90,90,90,0)","(0,0,0,0,0)","(0,0,0,0,0)","(0,0,0,0,0)","",""
"80010783","(73010503)","(76061486,76061486,76061486,76061487,0)","(2250,3460,3750,3140,0)","(3230,3930,2380,3230,0)","(230,230,260,260,0)","(90,90,90,90,0)","(0,0,0,0,0)","(0,0,0,0,0)","(0,0,0,0,0)","",""
"80010784","(73010503)","(76061488,76061488,76061488,76061489,0)","(2250,3460,3750,3140,0)","(3230,3930,2380,3230,0)","(230,230,260,260,0)","(90,90,90,90,0)","(0,0,0,0,0)","(0,0,0,0,0)","(0,0,0,0,0)","",""
"80010785","(73010503)","(76061490,76061490,76061490,76061491,0)","(2250,3460,3750,3140,0)","(3230,3930,2380,3230,0)","(230,230,260,260,0)","(90,90,90,90,0)","(0,0,0,0,0)","(0,0,0,0,0)","(0,0,0,0,0)","",""
"80010786","(73010504)","(76061492,76061492,76061493,0)","(3170,2570,3250,0)","(2520,3520,3240,0)","(250,250,250,0)","(90,90,90,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","",""
"80010787","(73010504)","(76061494,76061494,76061495,0)","(3170,2570,3250,0)","(2520,3520,3240,0)","(250,250,250,0)","(90,90,90,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","",""
"80010788","(73010504)","(76061496,76061496,76061497,0)","(3170,2570,3250,0)","(2520,3520,3240,0)","(250,250,250,0)","(90,90,90,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","",""
"80010789","(73010504)","(76061498,76061498,76061499,0)","(3170,2570,3250,0)","(2520,3520,3240,0)","(250,250,250,0)","(90,90,90,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","",""
"80010790","(73010502)","(76061500,0)","(3250,0)","(3240,0)","(500,0)","(0,0)","(0,0)","(0,0)","(0,0)","",""
"80010791","(73010501)","(76061501,76061501,76061501,76061502,0)","(2250,3460,3750,3140,0)","(3230,3930,2380,3230,0)","(230,230,260,260,0)","(90,90,90,90,0)","(0,0,0,0,0)","(0,0,0,0,0)","(0,0,0,0,0)","",""
"80010792","(73010501)","(76061503,76061503,76061503,76061504,0)","(2250,3460,3750,3140,0)","(3230,3930,2380,3230,0)","(230,230,260,260,0)","(90,90,90,90,0)","(0,0,0,0,0)","(0,0,0,0,0)","(0,0,0,0,0)","",""
"80010793","(73010503)","(76061505,76061505,76061505,76061506,0)","(2250,3460,3750,3140,0)","(3230,3930,2380,3230,0)","(230,230,260,260,0)","(90,90,90,90,0)","(0,0,0,0,0)","(0,0,0,0,0)","(0,0,0,0,0)","",""
"80010794","(73010503)","(76061507,76061507,76061507,76061508,0)","(2250,3460,3750,3140,0)","(3230,3930,2380,3230,0)","(230,230,260,260,0)","(90,90,90,90,0)","(0,0,0,0,0)","(0,0,0,0,0)","(0,0,0,0,0)","",""
"80010795","(73010503)","(76061509,76061509,76061509,76061510,0)","(2250,3460,3750,3140,0)","(3230,3930,2380,3230,0)","(230,230,260,260,0)","(90,90,90,90,0)","(0,0,0,0,0)","(0,0,0,0,0)","(0,0,0,0,0)","",""
"80010796","(73010504)","(76061511,76061511,76061512,0)","(3170,2570,3250,0)","(2520,3520,3240,0)","(250,250,250,0)","(90,90,90,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","",""
"80010797","(73010504)","(76061513,76061513,76061514,0)","(3170,2570,3250,0)","(2520,3520,3240,0)","(250,250,250,0)","(90,90,90,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","",""
"80010798","(73010504)","(76061515,76061515,76061516,0)","(3170,2570,3250,0)","(2520,3520,3240,0)","(250,250,250,0)","(90,90,90,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","",""
"80010799","(73010504)","(76061517,76061517,76061518,0)","(3170,2570,3250,0)","(2520,3520,3240,0)","(250,250,250,0)","(90,90,90,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","",""
"80010800","(73010502)","(76061519,0)","(3250,0)","(3240,0)","(500,0)","(0,0)","(0,0)","(0,0)","(0,0)","",""
"80020001","'(73010201,73010202,73010203,73010204,73010205)","'(76040000,0)","'(14380,0)","'(27455,0)","'(3800,0)","'(-100,0)","'(0,0)","'(0,0)","'(8,0)","'(2,10,90090927)",""
"80020002","'(73010201,73010202,73010203,73010204,73010205)","'(76040003,76040003,76040003,76040003,76040003,0)","'(13045,13300,13875,14545,14875,0)","'(17295,16790,16435,16690,17105,0)","'(4300,4300,4300,4300,4300,0)","'(85,100,65,100,65,0)","'(0,0,0,0,0,0)","'(0,0,0,0,0,0)","'(0,0,0,0,0,0)","",""
"80020003","'(73010201,73010202,73010203,73010204,73010205)","'(76040003,76040003,76040003,76040003,76040003,0)","'(14845,14510,13985,13530,13185,0)","'(17740,18155,18270,18155,17835,0)","'(4300,4300,4300,4300,4300,0)","'(-95,-115,-75,-115,-70,0)","'(0,0,0,0,0,0)","'(0,0,0,0,0,0)","'(0,0,0,0,0,0)","",""
"80020004","'(73010201,73010202,73010203,73010204,73010205)","'(76040005,76040005,76040005,76040005,76040005,76040005,76040005,76040005,76040005,76040005,76040005,0)","'(13045,13300,13875,14545,14875,14845,14510,13985,13530,13185,13950,0)","'(17295,16790,16435,16690,17105,17740,18155,18270,18155,17835,17370,0)","'(4300,4300,4300,4300,4300,4300,4300,4300,4300,4300,4300,0)","'(-95,175,85,-5,45,-50,-140,125,175,-5,-95,0)","'(0,0,0,0,0,0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0,0,0,0,0,0)","",""
"80020005","'(73010201,73010202,73010203,73010204,73010205)","'(76040005,76040005,76040005,76040005,76040005,76040005,76040005,76040005,76040005,76040005,76040005,0)","'(13045,13300,13875,14545,14875,14845,14510,13985,13530,13185,13950,0)","'(17326,17165,15604,15734,15715,16531,17266,16353,16691,16181,16453,0)","'(4300,4300,4300,4300,4300,4300,4300,4300,4300,4300,4300,0)","'(-50,-140,130,40,90,-5,-95,170,-140,40,-95,0)","'(0,0,0,0,0,0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0,0,0,0,0,0)","",""
"80020006","'(73010201,73010202,73010203,73010204,73010205)","'(76040004,0)","'(13950,0)","'(17370,0)","'(4400,0)","'(-95,0)","'(0,0)","'(0,0)","'(0,0)","'(0,0,90090929)",""
"80020007","'(73010201,73010202,73010203,73010204,73010205)","'(76040006,76040006,76040006,76040006,76040006,76040006,76040006,76040006,0)","'(17905,18470,18870,18875,18585,18150,17745,17610,0)","'(16460,16580,16245,15685,15275,15215,15460,15930,0)","'(4300,4300,4300,4300,4300,4300,4300,4300,0)","'(110,150,-155,-115,-70,-25,15,65,0)","'(0,0,0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0,0,0)","",""
"80020008","'(73010201,73010202,73010203,73010204,73010205)","'(76040006,76040006,76040006,76040006,76040006,76040006,76040006,76040006,0)","'(17905,18470,18870,18875,18585,18150,17745,17610,0)","'(16460,16580,16245,15685,15275,15215,15460,15930,0)","'(4300,4300,4300,4300,4300,4300,4300,4300,0)","'(110,150,-155,-115,-70,-25,15,65,0)","'(0,0,0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0,0,0)","",""
"80020009","'(73010201,73010202,73010203,73010204,73010205)","'(76040004,0)","'(18270,0)","'(15925,0)","'(4400,0)","'(0,0)","'(0,0)","'(0,0)","'(0,0)","'(0,0,90090929)",""
"80020010","'(73010201,73010202,73010203,73010204,73010205)","'(76040006,76040006,76040006,76040006,76040006,76040006,76040006,76040006,0)","'(10085,9515,9090,8885,10230,9950,9450,8950,0)","'(17020,17260,17155,16630,16440,15900,15810,16060,0)","'(4300,4300,4300,4300,4300,4300,4300,4300,0)","'(-165,-120,-75,-30,10,55,105,150,0)","'(0,0,0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0,0,0)","",""
"80020011","'(73010201,73010202,73010203,73010204,73010205)","'(76040006,76040006,76040006,76040006,76040006,76040006,76040006,76040006,0)","'(10085,9515,9090,8885,10230,9950,9450,8950,0)","'(17020,17260,17155,16630,16440,15900,15810,16060,0)","'(4300,4300,4300,4300,4300,4300,4300,4300,0)","'(-165,-120,-75,-30,10,55,105,150,0)","'(0,0,0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0,0,0)","",""
"80020012","'(73010201,73010202,73010203,73010204,73010205)","'(76040004,0)","'(9545,0)","'(16555,0)","'(4400,0)","'(0,0)","'(0,0)","'(0,0)","'(0,0)","'(0,0,90090929)",""
"80020013","'(73010201,73010202,73010203,73010204,73010205)","'(76040005,76040005,76040005,76040005,76040005,76040005,76040005,76040005,76040005,76040005,76040005,0)","'(13045,13300,13875,14545,14875,14845,14510,13985,13530,13185,13950,0)","'(17295,16790,16435,16690,17105,17740,18155,18270,18155,17835,17370,0)","'(4300,4300,4300,4300,4300,4300,4300,4300,4300,4300,4300,0)","'(-95,175,85,-5,45,-50,-140,125,175,-5,-95,0)","'(0,0,0,0,0,0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0,0,0,0,0,0)","",""
"80020014","'(73010201,73010202,73010203,73010204,73010205)","'(76040002,0)","'(13950,0)","'(17370,0)","'(4450,0)","'(-95,0)","'(0,0)","'(0,0)","'(0,0)","'(0,0,90090928)",""
"80020101","'(73010201,73010202,73010203,73010204,73010205)","'(76040100,0)","'(14380,0)","'(27455,0)","'(3800,0)","'(-100,0)","'(0,0)","'(0,0)","'(8,0)","'(2,10,90090927)",""
"80020102","'(73010201,73010202,73010203,73010204,73010205)","'(76040103,76040103,76040103,76040103,76040103,0)","'(13045,13300,13875,14545,14875,0)","'(17295,16790,16435,16690,17105,0)","'(4300,4300,4300,4300,4300,0)","'(85,100,65,100,65,0)","'(0,0,0,0,0,0)","'(0,0,0,0,0,0)","'(0,0,0,0,0,0)","",""
"80020103","'(73010201,73010202,73010203,73010204,73010205)","'(76040103,76040103,76040103,76040103,76040103,0)","'(14845,14510,13985,13530,13185,0)","'(17740,18155,18270,18155,17835,0)","'(4300,4300,4300,4300,4300,0)","'(-95,-115,-75,-115,-70,0)","'(0,0,0,0,0,0)","'(0,0,0,0,0,0)","'(0,0,0,0,0,0)","",""
"80020104","'(73010201,73010202,73010203,73010204,73010205)","'(76040105,76040105,76040105,76040105,76040105,76040105,76040105,76040105,76040105,76040105,76040105,0)","'(13045,13300,13875,14545,14875,14845,14510,13985,13530,13185,13950,0)","'(17295,16790,16435,16690,17105,17740,18155,18270,18155,17835,17370,0)","'(4300,4300,4300,4300,4300,4300,4300,4300,4300,4300,4300,0)","'(-95,175,85,-5,45,-50,-140,125,175,-5,-95,0)","'(0,0,0,0,0,0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0,0,0,0,0,0)","",""
"80020105","'(73010201,73010202,73010203,73010204,73010205)","'(76040105,76040105,76040105,76040105,76040105,76040105,76040105,76040105,76040105,76040105,76040105,0)","'(13045,13300,13875,14545,14875,14845,14510,13985,13530,13185,13950,0)","'(17326,17165,15604,15734,15715,16531,17266,16353,16691,16181,16453,0)","'(4300,4300,4300,4300,4300,4300,4300,4300,4300,4300,4300,0)","'(-50,-140,130,40,90,-5,-95,170,-140,40,-95,0)","'(0,0,0,0,0,0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0,0,0,0,0,0)","",""
"80020106","'(73010201,73010202,73010203,73010204,73010205)","'(76040104,0)","'(13950,0)","'(17370,0)","'(4400,0)","'(-95,0)","'(0,0)","'(0,0)","'(0,0)","'(0,0,90090929)",""
"80020107","'(73010201,73010202,73010203,73010204,73010205)","'(76040106,76040106,76040106,76040106,76040106,76040106,76040106,76040106,0)","'(17905,18470,18870,18875,18585,18150,17745,17610,0)","'(16460,16580,16245,15685,15275,15215,15460,15930,0)","'(4300,4300,4300,4300,4300,4300,4300,4300,0)","'(110,150,-155,-115,-70,-25,15,65,0)","'(0,0,0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0,0,0)","",""
"80020108","'(73010201,73010202,73010203,73010204,73010205)","'(76040106,76040106,76040106,76040106,76040106,76040106,76040106,76040106,0)","'(17905,18470,18870,18875,18585,18150,17745,17610,0)","'(16460,16580,16245,15685,15275,15215,15460,15930,0)","'(4300,4300,4300,4300,4300,4300,4300,4300,0)","'(110,150,-155,-115,-70,-25,15,65,0)","'(0,0,0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0,0,0)","",""
"80020109","'(73010201,73010202,73010203,73010204,73010205)","'(76040104,0)","'(18270,0)","'(15925,0)","'(4400,0)","'(0,0)","'(0,0)","'(0,0)","'(0,0)","'(0,0,90090929)",""
"80020110","'(73010201,73010202,73010203,73010204,73010205)","'(76040106,76040106,76040106,76040106,76040106,76040106,76040106,76040106,0)","'(10085,9515,9090,8885,10230,9950,9450,8950,0)","'(17020,17260,17155,16630,16440,15900,15810,16060,0)","'(4300,4300,4300,4300,4300,4300,4300,4300,0)","'(-165,-120,-75,-30,10,55,105,150,0)","'(0,0,0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0,0,0)","",""
"80020111","'(73010201,73010202,73010203,73010204,73010205)","'(76040106,76040106,76040106,76040106,76040106,76040106,76040106,76040106,0)","'(10085,9515,9090,8885,10230,9950,9450,8950,0)","'(17020,17260,17155,16630,16440,15900,15810,16060,0)","'(4300,4300,4300,4300,4300,4300,4300,4300,0)","'(-165,-120,-75,-30,10,55,105,150,0)","'(0,0,0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0,0,0)","",""
"80020112","'(73010201,73010202,73010203,73010204,73010205)","'(76040104,0)","'(9545,0)","'(16555,0)","'(4400,0)","'(0,0)","'(0,0)","'(0,0)","'(0,0)","'(0,0,90090929)",""
"80020113","'(73010201,73010202,73010203,73010204,73010205)","'(76040105,76040105,76040105,76040105,76040105,76040105,76040105,76040105,76040105,76040105,76040105,0)","'(13045,13300,13875,14545,14875,14845,14510,13985,13530,13185,13950,0)","'(17295,16790,16435,16690,17105,17740,18155,18270,18155,17835,17370,0)","'(4300,4300,4300,4300,4300,4300,4300,4300,4300,4300,4300,0)","'(-95,175,85,-5,45,-50,-140,125,175,-5,-95,0)","'(0,0,0,0,0,0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0,0,0,0,0,0)","",""
"80020114","'(73010201,73010202,73010203,73010204,73010205)","'(76040102,0)","'(13950,0)","'(17370,0)","'(4450,0)","'(-95,0)","'(0,0)","'(0,0)","'(0,0)","'(0,0,90090928)",""
"80020201","'(73010201,73010202,73010203,73010204,73010205)","'(76040200,0)","'(14380,0)","'(27455,0)","'(3800,0)","'(-100,0)","'(0,0)","'(0,0)","'(8,0)","'(2,10,90090927)",""
"80020202","'(73010201,73010202,73010203,73010204,73010205)","'(76040203,76040203,76040203,76040203,76040203,0)","'(13045,13300,13875,14545,14875,0)","'(17295,16790,16435,16690,17105,0)","'(4300,4300,4300,4300,4300,0)","'(85,100,65,100,65,0)","'(0,0,0,0,0,0)","'(0,0,0,0,0,0)","'(0,0,0,0,0,0)","",""
"80020203","'(73010201,73010202,73010203,73010204,73010205)","'(76040203,76040203,76040203,76040203,76040203,0)","'(14845,14510,13985,13530,13185,0)","'(17740,18155,18270,18155,17835,0)","'(4300,4300,4300,4300,4300,0)","'(-95,-115,-75,-115,-70,0)","'(0,0,0,0,0,0)","'(0,0,0,0,0,0)","'(0,0,0,0,0,0)","",""
"80020204","'(73010201,73010202,73010203,73010204,73010205)","'(76040205,76040205,76040205,76040205,76040205,76040205,76040205,76040205,76040205,76040205,76040205,0)","'(13045,13300,13875,14545,14875,14845,14510,13985,13530,13185,13950,0)","'(17295,16790,16435,16690,17105,17740,18155,18270,18155,17835,17370,0)","'(4300,4300,4300,4300,4300,4300,4300,4300,4300,4300,4300,0)","'(-95,175,85,-5,45,-50,-140,125,175,-5,-95,0)","'(0,0,0,0,0,0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0,0,0,0,0,0)","",""
"80020205","'(73010201,73010202,73010203,73010204,73010205)","'(76040205,76040205,76040205,76040205,76040205,76040205,76040205,76040205,76040205,76040205,76040205,0)","'(13045,13300,13875,14545,14875,14845,14510,13985,13530,13185,13950,0)","'(17326,17165,15604,15734,15715,16531,17266,16353,16691,16181,16453,0)","'(4300,4300,4300,4300,4300,4300,4300,4300,4300,4300,4300,0)","'(-50,-140,130,40,90,-5,-95,170,-140,40,-95,0)","'(0,0,0,0,0,0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0,0,0,0,0,0)","",""
"80020206","'(73010201,73010202,73010203,73010204,73010205)","'(76040204,0)","'(13950,0)","'(17370,0)","'(4400,0)","'(-95,0)","'(0,0)","'(0,0)","'(0,0)","'(0,0,90090929)",""
"80020207","'(73010201,73010202,73010203,73010204,73010205)","'(76040206,76040206,76040206,76040206,76040206,76040206,76040206,76040206,0)","'(17905,18470,18870,18875,18585,18150,17745,17610,0)","'(16460,16580,16245,15685,15275,15215,15460,15930,0)","'(4300,4300,4300,4300,4300,4300,4300,4300,0)","'(110,150,-155,-115,-70,-25,15,65,0)","'(0,0,0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0,0,0)","",""
"80020208","'(73010201,73010202,73010203,73010204,73010205)","'(76040206,76040206,76040206,76040206,76040206,76040206,76040206,76040206,0)","'(17905,18470,18870,18875,18585,18150,17745,17610,0)","'(16460,16580,16245,15685,15275,15215,15460,15930,0)","'(4300,4300,4300,4300,4300,4300,4300,4300,0)","'(110,150,-155,-115,-70,-25,15,65,0)","'(0,0,0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0,0,0)","",""
"80020209","'(73010201,73010202,73010203,73010204,73010205)","'(76040204,0)","'(18270,0)","'(15925,0)","'(4400,0)","'(0,0)","'(0,0)","'(0,0)","'(0,0)","'(0,0,90090929)",""
"80020210","'(73010201,73010202,73010203,73010204,73010205)","'(76040206,76040206,76040206,76040206,76040206,76040206,76040206,76040206,0)","'(10085,9515,9090,8885,10230,9950,9450,8950,0)","'(17020,17260,17155,16630,16440,15900,15810,16060,0)","'(4300,4300,4300,4300,4300,4300,4300,4300,0)","'(-165,-120,-75,-30,10,55,105,150,0)","'(0,0,0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0,0,0)","",""
"80020211","'(73010201,73010202,73010203,73010204,73010205)","'(76040206,76040206,76040206,76040206,76040206,76040206,76040206,76040206,0)","'(10085,9515,9090,8885,10230,9950,9450,8950,0)","'(17020,17260,17155,16630,16440,15900,15810,16060,0)","'(4300,4300,4300,4300,4300,4300,4300,4300,0)","'(-165,-120,-75,-30,10,55,105,150,0)","'(0,0,0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0,0,0)","",""
"80020212","'(73010201,73010202,73010203,73010204,73010205)","'(76040204,0)","'(9545,0)","'(16555,0)","'(4400,0)","'(0,0)","'(0,0)","'(0,0)","'(0,0)","'(0,0,90090929)",""
"80020213","'(73010201,73010202,73010203,73010204,73010205)","'(76040205,76040205,76040205,76040205,76040205,76040205,76040205,76040205,76040205,76040205,76040205,0)","'(13045,13300,13875,14545,14875,14845,14510,13985,13530,13185,13950,0)","'(17295,16790,16435,16690,17105,17740,18155,18270,18155,17835,17370,0)","'(4300,4300,4300,4300,4300,4300,4300,4300,4300,4300,4300,0)","'(-95,175,85,-5,45,-50,-140,125,175,-5,-95,0)","'(0,0,0,0,0,0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0,0,0,0,0,0)","",""
"80020214","'(73010201,73010202,73010203,73010204,73010205)","'(76040202,0)","'(13950,0)","'(17370,0)","'(4450,0)","'(-95,0)","'(0,0)","'(0,0)","'(0,0)","'(0,0,90090928)",""
"80020301","'(73010201,73010202,73010203,73010204,73010205)","'(76040300,0)","'(14380,0)","'(27455,0)","'(3800,0)","'(-100,0)","'(0,0)","'(0,0)","'(8,0)","'(2,10,90090927)",""
"80020302","'(73010201,73010202,73010203,73010204,73010205)","'(76040303,76040303,76040303,76040303,76040303,0)","'(13045,13300,13875,14545,14875,0)","'(17295,16790,16435,16690,17105,0)","'(4300,4300,4300,4300,4300,0)","'(85,100,65,100,65,0)","'(0,0,0,0,0,0)","'(0,0,0,0,0,0)","'(0,0,0,0,0,0)","",""
"80020303","'(73010201,73010202,73010203,73010204,73010205)","'(76040303,76040303,76040303,76040303,76040303,0)","'(14845,14510,13985,13530,13185,0)","'(17740,18155,18270,18155,17835,0)","'(4300,4300,4300,4300,4300,0)","'(-95,-115,-75,-115,-70,0)","'(0,0,0,0,0,0)","'(0,0,0,0,0,0)","'(0,0,0,0,0,0)","",""
